question1,question2,is_duplicate
花呗***号还款会不会逾期,花呗***号才还会不会逾期,0
为什么借呗，现在借钱只有***个月的分期,蚂蚁借呗为什么变成***个月啦,1
我的花呗是不是不能用了,用不了花呗咋办,0
不是花呗，是支付宝钱包里的余额宝上限,每月的应还的花呗是从余额宝里扣款吗,0
借呗提前还款算毁约吗,借呗提前还款违约金多少,0
花呗出账日是每个月几号,花呗是每月扣一次,0
我的花呗已经开通自动还款了吗,花呗还款必须选自动还款么,0
借呗到还款日怎么不发信息提醒,借呗还款会有短信提醒吗,0
花呗账户冻结了,解除花呗账户风险,0
花呗账单有问题，还款金额不对,已还款，但是花呗还款金额没减少,0
怎么将小黄车押金退掉,小黄车退押金怎么是花呗付款,0
为什么我的借呗页面跟别人的不一样,为什么我的借呗利率那么高,0
借呗第一期还了款为什么还是出现没还完,借呗逾期还款是不是就没有信用额度了,0
为什么我这老显示这样子，是不是还不能开通花呗,我这号是不是以后都不能开通花呗吗,0
为什么！我的花呗分期买电视买不了,为什么花呗还不了下个月的分期,0
花呗预期多久才恢复,逾期后怎样恢复花呗，借呗,0
咨询花呗自动还款,花呗自动还款了，可以退款吗,0
之前的手机坏了，换了个手机登录支付宝，为什么找不到花呗和借呗了,我怎么在支付宝找不到花呗,0
我在借呗借了***元 借了***个月,我***号用蚂蚁借呗 借了***我是这个月还 还是下个月开始还款,0
如何开通蚂蚁花呗收款,花呗收款怎么弄,0
近期借呗还款日几号,借呗还款日是怎么说的？几号固定还还是哪天借次月同天还,0
我的花呗用不下了，怎么开通,怎么我花呗不可以解冻了吗,0
我的花呗，只能在淘宝上登，支付宝不能登为什么,为什么我的花呗只能在淘宝里用,0
使用借呗是都影响个人信用,个人信息对借呗额度有影响吗,0
我身份证 刚过期 蚂蚁借呗 怎么借钱 上传身份证件照片 提示过期怎么办,身份证过期还能申请蚂蚁借呗吗,0
用花呗能用购物津贴吗,花呗支付 的淘宝订单可以用购物津贴吗,0
花呗和信用卡收款,信用卡和花呗收款码在哪下载,0
收款码不能开通花呗支付,商家开通花呗信用卡收款提示账号条件不符,0
蚂蚁借呗月月还吗,蚂蚁借呗最短还款时间是多久,0
我的花呗为什么用不了了呀,我的花呗咋就不能用了,1
花呗能延迟还款吗,花呗延迟一天还款会这样,0
花呗已经还款，之前用花呗买的衣服不想要了，然后退款，退掉了花呗里出不来了，这是怎么回事,淘宝退款已经成功，淘宝显示钱已经退回，可是花呗应还金额里还是没有取消，怎么回事,0
怎么我得花呗就是不给开通,为什么我开通不了信用卡，花呗,0
我的花呗收钱码什么时候到,我的花呗收款码没有收到,0
花呗使用不不了，怎么开通花呗,现在的话，无法使用花呗，我现在的话想开通的话，有什么办法可以解决,0
蚂蚁借呗一个月最多可以提前还款几次,蚂蚁借呗借三个月可以到最后月在还吗,0
花呗能用的商品有哪些，麻烦,都有哪些地方可以使用花呗,0
我是商家怎么设置花呗收款,商家怎样设置蚂蚁花呗收款,1
还花呗款还重复了,花呗如果重复还款了怎么办,1
怎么知晓花呗账单已经还清,花呗已经还清了下个月还要扣款吗,0
我的花呗什么时间能用呀,我用了花呗,0
多少蚂蚁芝麻分可以使用花呗,我花呗信用度多少,0
我要还花呗款，还不上怎么办,花呗还款点不进去啥办,1
花呗的账单我已经还清了，怎么还显示我没有还款,我的花呗已经还款啦怎么还显示逾期,0
我还不能用借呗是吧,怎么借呗用不了啦,0
怎么样办理蚂蚁花呗分期,花呗***金额可分期么,0
快开通花呗,开通个人扫码花呗支付,0
花呗***号还款可以延迟一天，***号还款吗,花呗能延期一天还款吗,1
为什么我不能有借呗,为什么蚂蚁借呗点不到提交申请,0
还款日能用花呗吗,花呗可以调还款日期吗,0
蚂蚁借呗可以年还吗,借呗可以改还款期限吗,0
蚂蚁花呗积分抽奖，抽奖记录在哪里看,使用花呗在哪抽奖,1
花呗可以到商店扫码付款吗,在实体店可以扫码用花呗付款吗,0
我买商品怎么用不了花呗,我的花呗怎么用不了,0
花呗，我看一下，我花呗怎么还要还款，我不是还完了吗，帮我取消一下，谢谢,我取消关联后，花呗还钱怎么还,0
有花呗的标志是什么,花呗有什么标识,1
我蚂蚁花呗***月份的账单,你多算我的花呗账单,0
当天消费花呗怎么看总共花了多少,花呗消费总额,1
就像花呗那样,跟借呗一样呗,0
关闭花呗以后再开,关我借呗再不开我自己关了花呗以后不用了,0
花呗用了四个月，为什么不提额,为什么我都用了快半年了，身边的人花呗都可以提额我的提不了,1
网商贷跟借呗只能用一种吗,网商贷可以换回借呗吗,0
为什么我的借呗无信用额度,为什么我的借呗申请通不过,0
我的花呗怎么绑定不了,我的省份正号和现在的不一样了，绑不了现在的卡，也换不了花呗，怎么办,0
花呗账单提前还款,怎么还款花呗,0
一分钱抽***花呗红包，在哪里查看并使用,花呗***分抽的优惠券在哪里查看,1
还有什么方式还花呗,设置花呗还款方式,0
为什么我的花呗找不到额度,为什么我的，支付宝的a面也都点我的，怎么找不到花呗，两个字,0
我开通了，，信用卡和花呗的，什么到现在怎么还没有通过，申请到现在怎么还没有通过,申请开通花呗信用卡收钱的链接在那里,0
为何我的芝麻信用不涨分，花坝在涨额度,花呗额度如果低的话，可以用蚂蚁借呗增加额度嘛,0
如果这个月***号使用了花呗，是不还是下个月的***号还款,我不用花呗里的钱，就不用还款吗,0
关闭借呗不在显示,双十一借呗活动显示一次不显示了,0
我的手机丢了，花呗预期了刚还上,我的手机换号码了花呗还款要短信提醒怎么办,0
商家花呗付款二维码,申请商家花呗二维码,1
我的另一个支付宝'有花呗，我关闭之后，常用的这个号可以开通花呗么,另一个支付宝开通了花呗 刚才我关闭了 为什么现在这号还是不符合开通花呗条件,0
我说的是蚂蚁借呗,为什么我的借呗没有三个月还款方式,0
我被花呗自动扣款了,我用了花呗，怎么还？是自动扣除吗,0
花呗账单还清账单怎么删除删除怎么,如何删除花呗账单内容,0
商家退款还花呗为什么还款额还是不变,为什么退款后花呗里还有这个账单,1
在我的里就找不到花呗,花呗找不到有我的花呗付款,0
借呗自动扣款的,为什么还了借呗还一直自动扣费,0
蚂蚁借呗进度,蚂蚁借呗借期,0
我的花呗冻结了 什么时候可以开通,怎么才能解开冻结的蚂蚁花呗,0
额度多少，才能开通蚂蚁借呗,蚂蚁借呗要多少信用积分才能借钱,0
怎么才能开启花呗,怎么打开花呗冻结的余额,0
花呗分期全还清,花呗分期是怎么个意思,0
我得花呗怎么没了,没开通花呗,0
蚂蚁借呗还款手续费是什么,为什么借呗的手续费贵,0
我的花呗不可以用么,问我的花呗能不能恢复使用,0
淘宝显示花呗余额不足,用花呗分期手机提示余额不足,0
我为什么支付宝上不显示花呗借呗,我支付宝的号码，怎么不显示花呗了,0
怎么可以收取花呗的钱,花呗一天可以收多钱,0
卖家蚂蚁花呗网址告诉我,注册蚂蚁花呗商家,0
花呗借钱有没有利息,借花呗 要利息不,1
花呗退款了，金额还是没变,花呗退款了，但是还款额没有变,1
自动扣花呗,我的花呗能到期自动扣款吗,1
花呗有额度，为啥不可以分期付款,花呗是不是分期付款,0
必须要开通 花呗吗,开通花呗会通知紧急联系人吗,0
花呗怎么不能选,花呗不能购物,0
蚂蚁花呗可以代开吗,我这个还可以开通花呗吗,0
我的花呗信用卡付款渠道为什么没开通,我想开通信用卡花呗支付功能,0
花呗***号还款可以延迟到***号吗,是不是这个月使用花呗，到下个月***或者***号还款,0
一元花呗到店支付翻倍，没用。根本没有,用花呗付款，没翻倍,0
我的花呗有退款，为什么还款还是这么多,退款为什么会推到花呗？花呗我已经还款了,0
蚂蚁借呗分期中继续借款怎么还,蚂蚁借呗可以分期多少月,0
昨晚蚂蚁借呗怎么没到账,借呗已经过了页面到账时间，怎么还没有到账,1
这么说既开通当面付有开通收钱码就可以自动提现,开通了当面付，怎么开了花呗,0
可以调整借呗额度吗,求升蚂蚁借呗额度,0
怎样关闭蚂蚁借呗,蚂蚁借呗的手续费,0
刚开通花呗，***分钱抢到一张天猫超市休闲食品优惠券，钱已经支付了，没收到优惠券,我在花呗一分钱抽了个天猫超市满***减***的券，现在找不到了,0
我这个月花呗分期积分一直没到,这个月***号进行花呗分期 什么时候还,0
晚十天还花呗可以吗,延长收货时间可以下个月还花呗吗,0
使用花呗交的电费多久到帐,用花呗交的电费，半个月了，没到账,0
商家花呗查询收费,我用花呗付款，商家要我付手续费,0
我的商铺开通了花呗收款，今天客户用花呗付款，怎么说我店里没开通,开通信用卡花呗收款后 怎么设置,0
我的花呗账户正常吗,我的花呗不能交话费吗,0
我换了支付宝账号花呗怎么没换,我的支付宝那为什么没有显示花呗,0
在淘宝买东西怎么使用花呗里面的钱,我要怎样才能在淘宝使用花呗,0
我的固定额度是***，没有临时额度，花呗还能付款,花呗有几次临时额度,0
怎么看花呗怎么花的,花呗分期怎么查分的那些商品,0
收钱码开通花呗与信用卡收钱，把资料交给谁,花呗与信用卡收钱被关闲的原因,0
花呗会给银行卡绑定手机发短信吗,花呗没绑定银行卡能用吗,0
支付宝绑定银行卡了 借呗会到期自动扣款吗,蚂蚁借呗支持农业银行卡自动还款吗,0
能用蚂蚁花呗吗？红包,花呗可以发红包或转账吗,0
蚂蚁借呗能逾期多久,蚂蚁借呗多久不还算逾期,1
我的支付宝为何开通不了花呗,为什么我的不能花呗收款,0
我的花呗怎么还没有帮银行卡,我已经，提前还了花呗的钱，但是买的东西退款了，退款直接退到了花呗里，没有退到我的银行卡里，怎么办,0
我的花呗如何在另一个账号里开通,这个账号花呗已经关闭，为什么另一个账号不能开通花呗,0
我的花呗怎么不能用吗,花呗还能听到我录吗,0
蚂蚁借呗软件删除,怎样删除借呗,1
怎么样才能取消花呗自动绑定还款,如何取消花呗自主全额还款,0
还款日当日使用花呗，最晚什么时候还钱,什么时候花呗能提前还款,0
我的借呗怎么开通不了,借呗开通不了，怎么回事,1
蚂蚁借呗借款一天了为什么还没到账,我今天凌晨***点钟从蚂蚁借呗借了***块怎么还没到账,1
花呗分期只能***笔,一个用户用花呗只能有一次分期吗,0
花呗填学历初中没毕业怎么填,花呗补全学历填错怎么办,0
我想使用蚂蚁借呗，但是需要验证码，但是之前的手机号不用了怎么办,手机号已经不用了。蚂蚁借呗验证码收不到怎么办,1
花呗怎么切换到另一个账号上,切换花呗另一个支付宝,1
我用花呗买了东西，然后那边已经退款，你这边什么时候退,用花呗买东西，退款会退给花呗吗,0
我是说借呗分期还款是自动扣款了,我的借呗今天还款，钱在银行卡他会自动扣的吗,0
怎么提额蚂蚁借呗,蚂蚁借呗。怎么能提升额度,1
花呗的已用额度包括我已经还了的吗,人家的花呗还欠了款干嘛要申请额度,0
